trope,count,movies_with_trope,avg_rating
Instantly Proven Wrong,13,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'Dogma', 'ShaunoftheDead', 'Casablanca', 'GrizzlyMan', 'OBrotherWhereArtThou', 'TheBigShort', 'AustinPowersInternationalManofMystery', 'ErinBrockovich', 'ToyStory1', 'TheProducers', 'Clueless', 'PopstarNeverStopNeverStopping']",3.62
It's All About Me,35,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'AllAboutEve', 'AStreetcarNamedDesire', 'RagingBull', 'GroundhogDay', 'HardcoreHenry', 'ManchesterbytheSea', 'SunsetBoulevard', 'District9', 'TheSocialNetwork', 'DieHard2', 'SpiritedAway', 'GrizzlyMan', 'TheEdgeofSeventeen', 'WeNeedtoTalkAboutKevin', 'AdAstra', 'MarriageStory', 'ChasingAmy', 'ValerianandtheCityofaThousandPlanets', 'BrideWars', 'KramervsKramer', 'ThreeBillboardsOutsideEbbingMissouri', 'PromisingYoungWoman', 'LadyBird', 'Booksmart', 'TheHost', 'TheMenu', 'TheZoneofInterest', 'ToyStory2', 'InsideOut2', 'MulhollandDrive', 'OfficeSpace', 'Happiness', 'TheKingofComedy', 'PalmSprings']",3.50
Jerk with a Heart of Gold,81,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'SlumdogMillionaire', 'ThisMeansWar', 'AmericanHustle', 'DallasBuyersClub', 'Boyhood', 'TheImitationGame', 'Spy', 'TheDevilWearsPrada', 'FiftyFifty2011', 'TheDeparted', 'LazerTeam', 'CatchMeIfYouCan', 'TheSwanPrincess', 'Dogma', 'ShaunoftheDead', 'AllAboutEve', 'CatonaHotTinRoof', 'TheNiceGuys', 'FindingDory', 'HellorHighWater', 'CaptainFantastic', 'HardcoreHenry', 'HacksawRidge', 'HiddenFigures', 'Gattaca', 'Fences', 'BoogieNights', 'District9', 'EuroTrip', 'TheRoyalTenenbaums', 'AlienResurrection', 'EventHorizon', 'DieHardWithaVengeance', 'BattleoftheSexes', 'TheFloridaProject', 'RomancingtheStone', 'GoodWillHunting', 'CrazyRichAsians', 'OBrotherWhereArtThou', 'LaHaine', 'TheRoad', 'HuntfortheWilderpeople', 'TheEdgeofSeventeen', 'BirdBox', 'Spotlight', 'SoylentGreen', 'Searching', 'HaroldAndKumarGoToWhiteCastle', 'Moon', 'AllThatJazz', 'UncutGems', 'TheBigShort', 'IDanielBlake', 'Overlord', 'IntheNameoftheFather', 'ChasingAmy', 'ValerianandtheCityofaThousandPlanets', 'TheRoadtoElDorado', 'AManCalledOve', 'DoubleIndemnity', 'MoonriseKingdom', 'PromisingYoungWoman', 'Booksmart', 'GreenBook', 'InBruges', 'GameNight', 'PorcoRosso', 'WitnessfortheProsecution', 'AWomanUndertheInfluence', 'TheHoldovers', 'NottingHill', 'ToyStory2', 'TheWildRobot', 'SevenSamurai', 'PopstarNeverStopNeverStopping', 'RainMan', 'BoyzntheHood', 'JerryMaguire', 'Amadeus', 'MyCousinVinny']",3.23
Leave the Camera Running,27,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'Shame', 'Amour', 'Citizenfour', 'TwelveYearsASlave', 'BladeRunner', 'ThereWillBeBlood', 'Cache', 'Shoah', 'Hereditary', 'Roma', 'FourMonthsThreeWeeksAndTwoDays', 'Antichrist', 'FunnyGames', 'Hunger', 'TheGraduate', 'EntertheVoid', 'TheFanatic', 'PortraitofaLadyonFire', 'TheGoodtheBadandtheUgly', 'Stalker', 'CallMebyYourName', 'BarryLyndon', 'Aftersun', 'StarTrekTheMotionPicture', 'GirlInterrupted', 'JeanneDielman23quaiduCommerce1080Bruxelles']",3.87
Left the Background Music On,10,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'Amour', 'GroundhogDay', 'SunsetBoulevard', 'FunnyGames', 'HaroldAndKumarGoToWhiteCastle', 'EyesWideShut', 'TheRoadtoElDorado', 'BennysVideo', 'ToyStory2']",3.85
The Loins Sleep Tonight,7,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'Shame', 'TheDeparted', 'RearWindow', 'BoogieNights', 'SomeLikeItHot', 'PalmSprings']",4.00
May–December Romance,19,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'CityofGod', 'DearZacharyALettertoaSonAboutHisFather', 'BabyDriver', 'ParisTexas', 'AllAboutMyMother', 'Network', 'PhantomThread', 'EightAndAHalf', 'BlowUp', 'Machete', 'Ikiru', 'BillAndTedsExcellentAdventure', 'ThreeBillboardsOutsideEbbingMissouri', 'TheFrenchDispatchoftheLibertyKansasEveningSun', 'ThePoweroftheDog', 'LegallyBlonde', 'OsloAugust31st', 'MyCousinVinny']",3.58
Media Scrum,5,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'DieHard2', 'Prisoners', 'Chinatown', 'AnatomyofaFall']",4.10
Nasal Trauma,6,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'TheHatefulEight', 'RagingBull', 'PansLabyrinth', 'Chinatown', 'TheBrutalist']",4.25
Protagonist Title,10,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'Carol', 'Lucy', 'AnAmericanWerewolfinLondon', 'Stalker', 'JojoRabbit', 'Lovelace', 'BarryLyndon', 'Anora', 'Mickey17']",3.40
Realistic Diction Is Unrealistic,10,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'RagingBull', 'TheBigLebowski', 'ManchesterbytheSea', 'Hereditary', 'TheGoonies', 'OnceUponaTimeinHollywood', 'UncutGems', 'PrideAndPrejudice2005', 'MemoriesofMurder']",3.65
Right Behind Me,5,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'ToniErdmann', 'SunsetBoulevard', 'PhantomThread', 'Chinatown']",4.60
Show Within a Show,13,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'TheHungerGames', 'Argo', 'TheirFinest', 'BoogieNights', 'SynecdocheNewYork', 'BlowOut', 'OnceUponaTimeinHollywood', 'PerfectBlue', 'AnAmericanWerewolfinLondon', 'LookWhosBack', 'Idiocracy', 'MulhollandDrive']",3.58
Spurned into Suicide,5,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'SunsetBoulevard', 'Claudine', 'LittleMissSunshine', 'Companion']",4.40
Television Geography,6,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'CaptainPhillips', 'DieHard2', 'TheGraduate', 'Paddington', 'TheRock']",3.58
Title Drop,94,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'TheWolfofWallStreet', 'TwentyOneJumpStreet2012', 'DallasBuyersClub', 'TheImitationGame', 'Battleship', 'CatchMeIfYouCan', 'RearWindow', 'OntheWaterfront', 'CatonaHotTinRoof', 'RagingBull', 'TaxiDriver', 'GroundhogDay', 'HellorHighWater', 'WildStrawberries', 'Citizenfour', 'TheBigLebowski', 'Whiplash', 'AssassinsCreed', 'HacksawRidge', 'RosemarysBaby', 'EternalSunshineoftheSpotlessMind', 'TheUmbrellasofCherbourg', 'SunsetBoulevard', 'District9', 'WarforthePlanetoftheApes', 'Badlands1973', 'ParisTexas', 'TheMaster', 'IAmNotYourNegro', 'Annihilation', 'RomancingtheStone', 'CrazyRichAsians', 'GoodTime', 'LaHaine', 'HuntfortheWilderpeople', 'Bullhead', 'Spotlight', 'JohnWickChapter3Parabellum', 'FunnyGames', 'ZeroDarkThirty', 'Eraserhead', 'TheIrishman', 'AllThatJazz', 'CoolHandLuke', 'FrancesHa', 'PortraitofaLadyonFire', 'TheBigShort', 'ThePrestige', 'CriesandWhispers', 'ChasingAmy', 'BillAndTedsExcellentAdventure', 'Arrival', 'ThankYouforSmoking', 'KikisDeliveryService', 'SingStreet', 'Onward', 'MoonriseKingdom', 'WildatHeart', 'AnotherRound', 'LookWhosBack', 'CallMebyYourName', 'Us', 'TheBansheesofInisherin', 'InBruges', 'TriangleofSadness', 'TheWorstPersonintheWorld', 'ThePoweroftheDog', 'Nope', 'DumbMoney', 'Paddington', 'MasterandCommanderTheFarSideoftheWorld', 'WitnessfortheProsecution', 'HotTubTimeMachine', 'SwissArmyMan', 'Clueless', 'ButImaCheerleader', 'Minari', 'MulhollandDrive', 'Pride', 'ChickenRunDawnoftheNugget', 'BlackBag', 'Adaptation', 'Happiness', 'TheRock', 'GirlInterrupted', 'OneBattleAfterAnother', 'Glory', 'TheRemainsoftheDay', 'Rashomon', 'JeanneDielman23quaiduCommerce1080Bruxelles', 'SentimentalValue', 'MartySupreme', 'MyCousinVinny']",3.45
Unusual Euphemism,17,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'TheBreakfastClub', 'CatonaHotTinRoof', 'TheSevenYearItch', 'TheBigLebowski', 'JohnWickChapter2', 'BoogieNights', 'BabyDriver', 'AtomicBlonde', 'ITonya', 'HaroldAndKumarGoToWhiteCastle', 'ChasingAmy', 'JojoRabbit', 'Idiocracy', 'SnakesonaPlane', 'PopstarNeverStopNeverStopping', 'JerryMaguire']",3.21
World of Snark,8,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'Argo', 'RearWindow', 'TheNiceGuys', 'AlienResurrection', 'TheSocialNetwork', 'ThreeBillboardsOutsideEbbingMissouri', 'MyCousinVinny']",3.69
You Are Better Than You Think You Are,10,"['BirdmanorTheUnexpectedVirtueofIgnorance', 'TheSocialNetwork', 'GoodWillHunting', 'Swiped', 'Booksmart', 'TwinPeaksFireWalkwithMe', 'Closer', 'PorcoRosso', 'TheHoldovers', 'EighthGrade']",3.35
Babies Make Everything Better,6,"['GoneGirl', 'CatonaHotTinRoof', 'AStreetcarNamedDesire', 'TheLobster', 'Deadpool2', 'OsloAugust31st']",3.42
Conspicuous Consumption,9,"['GoneGirl', 'TheWolfofWallStreet', 'IronMan3', 'JohnWickChapter3Parabellum', 'TheBigShort', 'AmericanPsycho', 'TheMenu', 'TheUnbearableWeightofMassiveTalent', 'TheEmperorsNewGroove']",3.67
Expository Hairstyle Change,18,"['GoneGirl', 'Boyhood', 'AmericanHistoryX', 'HiddenFigures', 'EternalSunshineoftheSpotlessMind', 'Aliens', 'BabyDriver', 'AtomicBlonde', 'ThorRagnarok', 'BattleoftheSexes', 'TheNeonDemon', 'SingStreet', 'LadyBird', 'TheHost', 'TheSubstance', 'TheGodfather', 'TheGodfatherPartII', 'MalcolmX']",3.56
Frame-Up,7,"['GoneGirl', 'Inception', 'MakingaMurderer', 'AtomicBlonde', 'Andhadhun', 'TheInvisibleGuest', 'WakeUpDeadMan']",3.43
Halfway Plot Switch,11,"['GoneGirl', 'LifeIsBeautiful', 'Vertigo', 'FromDuskTillDawn', 'TheNeonDemon', 'ZeroDarkThirty', 'Room', 'KnivesOut', 'ChasingAmy', 'TwinPeaksFireWalkwithMe', 'MulhollandDrive']",3.45
Know When to Fold 'Em,16,"['GoneGirl', 'TheBridgeontheRiverKwai', 'TheHobbitAnUnexpectedJourney', 'JohnWickChapter2', 'EventHorizon', 'JohnWickChapter3Parabellum', 'OnceUponaTimeinHollywood', 'TheIrishman', 'JohnWickChapter4', 'StandbyMe', 'StarTrekVTheFinalFrontier', 'TheDeathofStalin', 'Fargo', 'Anora', 'RainMan', 'SentimentalValue']",3.19
Making Love in All the Wrong Places,12,"['GoneGirl', 'BoogieNights', 'EuroTrip', 'PoliceAcademy', 'ThreeBillboardsOutsideEbbingMissouri', 'LadyBird', 'Anora', 'LoveLiesBleeding', 'MyOldAss', 'OneBattleAfterAnother', 'GodsOwnCountry', 'MartySupreme']",3.29
Male Frontal Nudity,18,"['GoneGirl', 'Shame', 'TheWolfofWallStreet', 'Spy', 'TheHatefulEight', 'TheDeparted', 'AmericanHistoryX', 'CaptainFantastic', 'ToniErdmann', 'Persona', 'BoogieNights', 'Roma', 'EntertheVoid', 'Midsommar', 'TheWorstPersonintheWorld', 'PoorThings', 'ThePiano', 'GodsOwnCountry']",3.97
Mr. Fanservice,16,"['GoneGirl', 'ThisMeansWar', 'AmericanHistoryX', 'AStreetcarNamedDesire', 'HacksawRidge', 'ManchesterbytheSea', 'FightClub', 'TheHottieAndTheNottie', 'CrazyRichAsians', 'TheRoadtoElDorado', 'SpringBreakers', 'Dune1984', 'GoodLucktoYouLeoGrande', 'ShesGottaHaveIt', 'ButImaCheerleader', 'PopstarNeverStopNeverStopping']",3.12
Offscreen Moment of Awesome,14,"['GoneGirl', 'TheHungerGames', 'ShaunoftheDead', 'TheirFinest', 'BabyDriver', 'LettheRightOneIn', 'CrazyRichAsians', 'BirdBox', 'JohnWickChapter3Parabellum', 'ManonWire', 'MoonriseKingdom', 'ErinBrockovich', 'SevenSamurai', 'PopstarNeverStopNeverStopping']",3.39
Paper-Thin Disguise,8,"['GoneGirl', 'Spy', 'BabyDriver', 'OBrotherWhereArtThou', 'BigTroubleinLittleChina', 'ThePrestige', 'Paddington', 'Bridesmaids']",3.56
Race Lift,17,"['GoneGirl', 'EdgeofTomorrow', 'MysticRiver', 'EscapefromAlcatraz', 'ASingleMan', 'EverythingEverything', 'Annihilation', 'WhenTheySeeUs', 'Room', 'TheHandmaiden', 'Dune1984', 'Nope', 'ErinBrockovich', 'AreYouThereGodItsMeMargaret', 'Nosferatu', 'GirlInterrupted', 'OneBattleAfterAnother']",3.35
Reasonable Authority Figure,50,"['GoneGirl', 'TheWolfofWallStreet', 'DallasBuyersClub', 'TheImitationGame', 'Spy', 'CatchMeIfYouCan', 'WarDogs', 'HiddenFigures', 'PatriotsDay', 'Aliens', 'EventHorizon', 'DieHard2', 'DieHardWithaVengeance', 'LiveFreeorDieHard', 'TheFloridaProject', 'Lucy', 'ZeroDarkThirty', 'WhenTheySeeUs', 'NineteenSeventeen', 'AllThatJazz', 'UncutGems', 'TheBigShort', 'ThePrestige', 'GraveoftheFireflies', 'TheGoodtheBadandtheUgly', 'IntheNameoftheFather', 'AnAmericanWerewolfinLondon', 'ValerianandtheCityofaThousandPlanets', 'TheRoadtoElDorado', 'BillAndTedsExcellentAdventure', 'Arrival', 'PoliceAcademy', 'MoonriseKingdom', 'ThreeBillboardsOutsideEbbingMissouri', 'PathsofGlory', 'ThirteenLives', 'TheDayAfterTomorrow', 'TheKillingFields', 'Idiocracy', 'Mustang', 'SnakesonaPlane', 'Clueless', 'Claudine', 'Pride', 'HowlsMovingCastle', 'TheRock', 'Glory', 'Amadeus', 'MyCousinVinny', 'TheThinRedLine']",3.18
Right Through His Pants,6,"['GoneGirl', 'Zombeavers', 'MySuperExGirlfriend', 'TheGoonies', 'TwinPeaksFireWalkwithMe', 'CallMebyYourName']",3.17
Symbolic Serene Submersion,5,"['GoneGirl', 'LettheRightOneIn', 'TheGraduate', 'Aftersun', 'ThePiano']",4.00
Wacky Marriage Proposal,5,"['GoneGirl', 'TheImitationGame', 'CaptainFantastic', 'CrazyRichAsians', 'PopstarNeverStopNeverStopping']",4.00
Almighty Janitor,11,"['DjangoUnchained', 'FromDuskTillDawn', 'DieHard2', 'DieHardWithaVengeance', 'IndependenceDay', 'GoodWillHunting', 'JohnWickChapter3Parabellum', 'Machete', 'MasterandCommanderTheFarSideoftheWorld', 'PerfectDays', 'HotTubTimeMachine']",3.09
Alternate History,7,"['DjangoUnchained', 'TheDaVinciCode', 'BigHero6', 'IndependenceDay', 'InglouriousBasterds', 'OnceUponaTimeinHollywood', 'PorcoRosso']",3.64
Ambiguously Jewish,12,"['DjangoUnchained', 'FantasticBeastsandWheretoFindThem', 'Overlord', 'AnAmericanWerewolfinLondon', 'AmericanPsycho', 'WhenHarryMetSally', 'Oppenheimer', 'DazedandConfused', 'TheProducers', 'Clueless', 'Anora', 'TheEmperorsNewGroove']",3.33
And This Is for...,13,"['DjangoUnchained', 'RogueOneAStarWarsStory', 'BladeRunner', 'AtomicBlonde', 'DieHard2', 'KingsmanTheGoldenCircle', 'Possession', 'TheLordoftheRingsTheReturnoftheKing', 'DunePartTwo', 'TheGodfather', 'TheGodfatherPartII', 'BlackPanther', 'Bugonia']",3.54
Aristocrats Are Evil,6,"['DjangoUnchained', 'BillAndTedsExcellentAdventure', 'TheMaskofZorro', 'PathsofGlory', 'JohnWickChapter4', 'Nosferatu']",3.58
Art Imitates Art,10,"['DjangoUnchained', 'Psycho', 'TheLighthouse', 'TheLastHouseontheLeft', 'AmericanPsycho', 'BarryLyndon', 'TheLordoftheRingsTheFellowshipoftheRing', 'TheRockyHorrorPictureShow', 'Amadeus', 'GlassOnion']",3.80
Astonishingly Appropriate Interruption,5,"['DjangoUnchained', 'ShaunoftheDead', 'ScottPilgrimvstheWorld', 'Hamilton', 'ChickenRunDawnoftheNugget']",3.80
Badass Longcoat,14,"['DjangoUnchained', 'AvengersAgeofUltron', 'TheDarkKnightRises', 'TheHatefulEight', 'Dogma', 'AllAboutEve', 'Terminator2JudgmentDay', 'PrideandPrejudiceandZombies', 'Machete', 'TheWorldsEnd', 'LookWhosBack', 'WhoFramedRogerRabbit', 'HomeAlone', 'MyCousinVinny']",3.54
Becoming the Mask,14,"['DjangoUnchained', 'TwentyOneJumpStreet2012', 'Spy', 'DonnieBrasco', 'TheDevilWearsPrada', 'TheDeparted', 'Gattaca', 'ScottPilgrimvstheWorld', 'Andhadhun', 'TheLegoMovie', 'TheUnbearableWeightofMassiveTalent', 'TheDeathofStalin', 'TheProducers', 'SomeLikeItHot']",3.50
Bloodier and Gorier,19,"['DjangoUnchained', 'SinCity', 'Spy', 'DonnieBrasco', 'TheSwanPrincess', 'TheNiceGuys', 'JohnWickChapter2', 'Logan', 'Alien3', 'AlienCovenant', 'DieHard2', 'Deadpool2', 'JohnWickChapter3Parabellum', 'Joker', 'Overlord', 'Dune1984', 'GuardiansoftheGalaxyVol3', 'Up', 'Glory']",3.05
Bludgeoned to Death,6,"['DjangoUnchained', 'ThereWillBeBlood', 'Midsommar', 'WildatHeart', 'TheGodfather', 'TheGodfatherPartII']",4.25
Book Dumb,9,"['DjangoUnchained', 'SlumdogMillionaire', 'BreakfastatTiffanys', 'BoogieNights', 'GoodWillHunting', 'SoylentGreen', 'BillAndTedsExcellentAdventure', 'ThePiano', 'MyCousinVinny']",3.44
Boomerang Bigot,8,"['DjangoUnchained', 'SlumdogMillionaire', 'JesusCamp', 'ThePoweroftheDog', 'WhoFramedRogerRabbit', 'MalcolmX', 'SevenSamurai', 'BoyzntheHood']",3.69
Bottomless Magazines,33,"['DjangoUnchained', 'ThisMeansWar', 'CaptainAmericaTheWinterSoldier', 'EdgeofTomorrow', 'Battleship', 'AmericanHistoryX', 'RogueOneAStarWarsStory', 'HacksawRidge', 'HotFuzz', 'GuardiansoftheGalaxyVol2', 'Aliens', 'BabyDriver', 'Dunkirk', 'TheTerminator', 'Terminator2JudgmentDay', 'ThorRagnarok', 'DieHard2', 'DieHardWithaVengeance', 'KingsmanTheGoldenCircle', 'LiveFreeorDieHard', 'TheShapeofWater', 'IndependenceDay', 'RomancingtheStone', 'OBrotherWhereArtThou', 'Joker', 'TheLordoftheRingsTheTwoTowers', 'PoliceAcademy', 'SpringBreakers', 'Hush', 'SpiderManHomecoming', 'RRR', 'ToyStory2', 'SevenSamurai']",3.27
Bulletproof Human Shield,9,"['DjangoUnchained', 'SinCity', 'AvengersAgeofUltron', 'CaptainAmericaCivilWar', 'RogueOneAStarWarsStory', 'HacksawRidge', 'TheTerminator', 'PansLabyrinth', 'Harakiri']",3.56
Category Traitor,7,"['DjangoUnchained', 'StraightOuttaCompton', 'FantasticBeastsandWheretoFindThem', 'WarforthePlanetoftheApes', 'GreenBook', 'BlacKkKlansman', 'Glory']",2.86
Complexity Addiction,15,"['DjangoUnchained', 'Vertigo', 'TheNiceGuys', 'NowYouSeeMe2', 'TheBigLebowski', 'TheSocialNetwork', 'BlowOut', 'ThePhantomMenace', 'UncutGems', 'KnivesOut', 'TheTrumanShow', 'SnakesonaPlane', 'TheProducers', 'TheEmperorsNewGroove', 'GlassOnion']",3.53
The Con,10,"['DjangoUnchained', 'AmericanHustle', 'CatchMeIfYouCan', 'BoogieNights', 'Moana', 'Chinatown', 'TheHandmaiden', 'PoliceAcademy', 'TheTrumanShow', 'RiskyBusiness']",3.70
Cool Old Guy,18,"['DjangoUnchained', 'BridgeofSpies', 'TheSwanPrincess', 'TwelveAngryMen', 'RosemarysBaby', 'Network', 'TheMeyerowitzStories', 'MarriageStory', 'Room', 'IDanielBlake', 'ThankYouforSmoking', 'TheMaskofZorro', 'StarTrekVITheUndiscoveredCountry', 'LittleMissSunshine', 'Harakiri', 'SevenSamurai', 'TheEmperorsNewGroove', 'Up']",3.69
Cool Shades,15,"['DjangoUnchained', 'IronMan3', 'Elle', 'WarDogs', 'TaxiDriver', 'HotFuzz', 'BattleoftheSexes', 'TheMeyerowitzStories', 'EightAndAHalf', 'UncutGems', 'CoolHandLuke', 'BicycleThieves', 'PoliceAcademy', 'RiskyBusiness', 'GlassOnion']",3.50
Covered with Scars,5,"['DjangoUnchained', 'EventHorizon', 'Secretary', 'BlackPanther', 'GirlInterrupted']",3.20
Crapsaccharine World,10,"['DjangoUnchained', 'BridgeofSpies', 'Gattaca', 'HotFuzz', 'BlueVelvet', 'Midsommar', 'TheLegoMovie', 'TheTrumanShow', 'Barbie', 'ChickenRunDawnoftheNugget']",3.40
Crazy-Prepared,25,"['DjangoUnchained', 'AvengersAgeofUltron', 'IronMan3', 'CaptainAmericaTheWinterSoldier', 'TheSevenYearItch', 'TaxiDriver', 'RogueOneAStarWarsStory', 'JohnWickChapter2', 'NoCountryforOldMen', 'DrStrangeloveorHowILearnedtoStopWorryingandLovetheBomb', 'DieHardWithaVengeance', 'KingsmanTheGoldenCircle', 'CrazyRichAsians', 'ZeroDarkThirty', 'TheTrumanShow', 'MoonriseKingdom', 'ThreeBillboardsOutsideEbbingMissouri', 'SpiderManHomecoming', 'TheMenu', 'SpiderManIntotheSpiderVerse', 'StarTrekVITheUndiscoveredCountry', 'TheDeathofStalin', 'InsideOut2', 'TheRock', 'TheIronGiant']",3.46
Cultured Badass,5,"['DjangoUnchained', 'OneHundredAndTwentySevenHours', 'TheDeparted', 'PrideandPrejudiceandZombies', 'TheRock']",3.40
Curse Cut Short,22,"['DjangoUnchained', 'Gravity', 'IronMan3', 'EdgeofTomorrow', 'Battleship', 'LazerTeam', 'HowtoTrainYourDragon2', 'TheBigLebowski', 'TheGreatEscape', 'HotFuzz', 'TheSocialNetwork', 'KingsmanTheGoldenCircle', 'LiveFreeorDieHard', 'Moana', 'TheGoodtheBadandtheUgly', 'Hamilton', 'Onward', 'SpiderManHomecoming', 'SpiderManFarFromHome', 'HomeAlone', 'OfficeSpace', 'TheRock']",3.23
Damsel in Distress,12,"['DjangoUnchained', 'ThisMeansWar', 'TheSwanPrincess', 'BabyDriver', 'YouWereNeverReallyHere', 'LiveFreeorDieHard', 'DisasterMovie', 'PrideandPrejudiceandZombies', 'TraintoBusan', 'ValerianandtheCityofaThousandPlanets', 'Split', 'ToyStory2']",2.71
Death Glare,41,"['DjangoUnchained', 'AmericanHustle', 'TheHobbitTheDesolationofSmaug', 'EscapefromAlcatraz', 'IronSky', 'TheDevilWearsPrada', 'Dogma', 'ShaunoftheDead', 'CaptainFantastic', 'RogueOneAStarWarsStory', 'Jackie', 'JohnWickChapter2', 'ThereWillBeBlood', 'District9', 'TheSocialNetwork', 'BabyDriver', 'ThorRagnarok', 'Valkyrie', 'Hereditary', 'CrazyRichAsians', 'AllthePresidentsMen', 'ZeroDarkThirty', 'HaroldAndKumarGoToWhiteCastle', 'Midsommar', 'TheGoodtheBadandtheUgly', 'TheRoadtoElDorado', 'KikisDeliveryService', 'PromisingYoungWoman', 'Luca', 'SpiderManNoWayHome', 'ThePoweroftheDog', 'Chernobyl', 'WinterSleep', 'Paddington', 'Paddington2', 'ASeparation', 'LegallyBlonde', 'ToyStory1', 'TheWildRobot', 'TheIronGiant', 'Glory']",3.50
Diegetic Soundtrack Usage,8,"['DjangoUnchained', 'TaxiDriver', 'TheApartment', 'ThorRagnarok', 'TheGraduate', 'TheRoadtoElDorado', 'Companion', 'TheKingofComedy']",3.62
Distressed Dude,6,"['DjangoUnchained', 'TheHobbitTheDesolationofSmaug', 'SpiritedAway', 'GoodTime', 'TheLegoMovie', 'TheHangover']",3.50
Dragon-in-Chief,7,"['DjangoUnchained', 'RatchetAndClank2016', 'JasonBourne', 'LettheRightOneIn', 'BattleoftheSexes', 'JohnWickChapter3Parabellum', 'UncutGems']",3.00
Everyone Has Standards,67,"['DjangoUnchained', 'TheGreenMile', 'TheDaVinciCode', 'AmericanHustle', 'YesMan', 'TheDevilWearsPrada', 'CatchMeIfYouCan', 'TheSwanPrincess', 'TwelveAngryMen', 'CaptainAmericaCivilWar', 'AllAboutEve', 'ItsaWonderfulLife', 'TheNiceGuys', 'TaxiDriver', 'CaptainFantastic', 'FearandLoathinginLasVegas', 'BoogieNights', 'FightClub', 'TheSocialNetwork', 'Terminator2JudgmentDay', 'AllAboutMyMother', 'EnemyMine', 'OBrotherWhereArtThou', 'TraintoBusan', 'Searching', 'PerfectBlue', 'HaroldAndKumarGoToWhiteCastle', 'Chinatown', 'TheFanatic', 'Joker', 'MarriageStory', 'TheGoodtheBadandtheUgly', 'TheHandmaiden', 'Hamilton', 'ValerianandtheCityofaThousandPlanets', 'BrideWars', 'TheRoadtoElDorado', 'Outland', 'ThankYouforSmoking', 'KramervsKramer', 'TheTrumanShow', 'ThreeBillboardsOutsideEbbingMissouri', 'AmericanPsycho', 'PromisingYoungWoman', 'BoratSubsequentMoviefilm', 'LadyBird', 'TheBansheesofInisherin', 'BarryLyndon', 'GameNight', 'Barbie', 'Paddington', 'TheKillingFields', 'TheZoneofInterest', 'TheDeathofStalin', 'TheHoldovers', 'LegallyBlonde', 'SnakesonaPlane', 'ToyStory1', 'TheProducers', 'InsideOut2', 'Bottoms', 'Anora', 'OfficeSpace', 'SomeLikeItHot', 'PopstarNeverStopNeverStopping', 'Glory', 'TheRemainsoftheDay']",3.43
Evil Is Hammy,11,"['DjangoUnchained', 'TheHatefulEight', 'TwelveYearsASlave', 'EventHorizon', 'Valkyrie', 'Network', 'EnemyMine', 'Overlord', 'Split', 'TheRoadtoElDorado', 'Dune1984']",3.18
Eyepatch of Power,9,"['DjangoUnchained', 'TwentyOneJumpStreet2012', 'ThorRagnarok', 'KingsmanTheGoldenCircle', 'Valkyrie', 'OBrotherWhereArtThou', 'OnceUponaTimeinHollywood', 'Machete', 'PopstarNeverStopNeverStopping']",3.39
Fauxshadowing,6,"['DjangoUnchained', 'StillAlice', 'Elle', 'Brazil', 'GreenRoom', 'PortraitofaLadyonFire']",4.00
Felony Misdemeanor,5,"['DjangoUnchained', 'TheDaVinciCode', 'TheBreadwinner', 'Luca', 'MyCousinVinny']",3.30
Food Porn,24,"['DjangoUnchained', 'TheHungerGames', 'TheHatefulEight', 'TheGrandBudapestHotel', 'TheHobbitAnUnexpectedJourney', 'SpiritedAway', 'CrazyRichAsians', 'InglouriousBasterds', 'SoylentGreen', 'PhantomThread', 'HaroldAndKumarGoToWhiteCastle', 'GraveoftheFireflies', 'Luca', 'TheMenu', 'TriangleofSadness', 'Paddington2', 'MasterandCommanderTheFarSideoftheWorld', 'Bridesmaids', 'TheGodfather', 'TheGodfatherPartII', 'ChickenRunDawnoftheNugget', 'HowlsMovingCastle', 'JeanneDielman23quaiduCommerce1080Bruxelles', 'Amadeus']",3.52
Friend or Foe?,5,"['DjangoUnchained', 'RogueOneAStarWarsStory', 'TraintoBusan', 'NineteenSeventeen', 'OneBattleAfterAnother']",3.50
Full-Frontal Assault,7,"['DjangoUnchained', 'AmericanHistoryX', 'ShaunoftheDead', 'TheTerminator', 'EventHorizon', 'Veronica', 'AmericanPsycho']",3.50
